Modalidad;actividad;descripcion_actividad;lugar;dirección;calle;altura;barrio ;comuna;fecha_ini;fecha_fin;tipo;tipo_actividad;disciplina;publico_objetivo;se_suspende_por_lluvia;Gratuita;long;lat;Links
Presencial;Pequeño Pez - Olas de colores;;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;2021-07-25;2021-07-25;Actividad;Concierto / Recital;Música;Niños (4-7);No;si;-58.35610077291148;-34.62869184391887;
Presencial;Panceta y los Papafritas - Freakshow, feria de fenómenos y rock;;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;2021-07-26;2021-07-26;Actividad;Concierto / Recital;Música;Niños (4-7);No;si;-58.35610077291148;-34.62869184391887;
Presencial;Raviolis;;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;2021-07-27;2021-07-27;Actividad;Concierto / Recital;Música;Niños (4-7);No;si;-58.35610077291148;-34.62869184391887;
Presencial;Dos Bailarines desnudos;;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-07-26;2021-07-26;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;no;-58.48356778908853;-34.57617697949111;
Presencial;Dos Bailarines desnudos;;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-08-01;2021-08-01;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;no;-58.48356778908853;-34.57617697949111;
Presencial;Dos Bailarines desnudos;;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-08-08;2021-08-08;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;no;-58.48356778908853;-34.57617697949111;
Presencial;Dos Bailarines desnudos;;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-08-15;2021-08-15;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;no;-58.48356778908853;-34.57617697949111;
Presencial;Dos Bailarines desnudos;;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-08-22;2021-08-22;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;no;-58.48356778908853;-34.57617697949111;
Presencial;Dos Bailarines desnudos;;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-08-29;2021-08-29;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;no;-58.48356778908853;-34.57617697949111;
Presencial;Maten a Hamlet - Los Macocos;;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-07-16;2021-07-16;Actividad;Función / Exhibición;Artes Escénicas;Pre-adolescentes (8-12);No;no;-58.48356778908853;-34.57617697949111;
Presencial;Maten a Hamlet - Los Macocos;;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-07-17;2021-07-17;Actividad;Función / Exhibición;Artes Escénicas;Pre-adolescentes (8-12);No;no;-58.48356778908853;-34.57617697949111;
Presencial;Maten a Hamlet - Los Macocos;;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-07-18;2021-07-18;Actividad;Función / Exhibición;Artes Escénicas;Pre-adolescentes (8-12);No;no;-58.48356778908853;-34.57617697949111;
Presencial;Maten a Hamlet - Los Macocos;;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-07-23;2021-07-23;Actividad;Función / Exhibición;Artes Escénicas;Pre-adolescentes (8-12);No;no;-58.48356778908853;-34.57617697949111;
Presencial;Maten a Hamlet - Los Macocos;;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-07-24;2021-07-24;Actividad;Función / Exhibición;Artes Escénicas;Pre-adolescentes (8-12);No;no;-58.48356778908853;-34.57617697949111;
Presencial;Maten a Hamlet - Los Macocos;;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-07-25;2021-07-25;Actividad;Función / Exhibición;Artes Escénicas;Pre-adolescentes (8-12);No;no;-58.48356778908853;-34.57617697949111;
Presencial;Maten a Hamlet - Los Macocos;;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-07-30;2021-07-30;Actividad;Función / Exhibición;Artes Escénicas;Pre-adolescentes (8-12);No;no;-58.48356778908853;-34.57617697949111;
Presencial;Maten a Hamlet - Los Macocos;;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-07-31;2021-07-31;Actividad;Función / Exhibición;Artes Escénicas;Pre-adolescentes (8-12);No;no;-58.48356778908853;-34.57617697949111;
Presencial;Maten a Hamlet - Los Macocos;;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-08-01;2021-08-01;Actividad;Función / Exhibición;Artes Escénicas;Pre-adolescentes (8-12);No;no;-58.48356778908853;-34.57617697949111;
Presencial;Bergman y Liv, correspondencia Amorosa;;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-07-04;2021-07-04;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;no;-58.48356778908853;-34.57617697949111;
Presencial;Bergman y Liv, correspondencia Amorosa;;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-07-11;2021-07-11;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;no;-58.48356778908853;-34.57617697949111;
Presencial;Bergman y Liv, correspondencia Amorosa;;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-07-18;2021-07-18;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;no;-58.48356778908853;-34.57617697949111;
Presencial;Bergman y Liv, correspondencia Amorosa;;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-07-25;2021-07-25;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;no;-58.48356778908853;-34.57617697949111;
Presencial;La magia y el arte del Teatro Colón en Mar del Plata;;TEATRO TRONADOR;SANTIAGO DEL ESTERO 1746;SANTIAGO DEL ESTERO;1746.0;CONSTITUCION;1;2021-07-18;2021-09-30;Actividad;Exposición;Artes Escénicas;Pre-adolescentes (8-12);No;si;-58.38427849390633;-34.62839850858205;https://www.teatrotronador.com.ar/noticias/el-teatro-colon-presenta-la-exposicion-gratuita/
