grupo,culto,nombre_institucion,domicilio,barrio,cgpc,cp,lat,long
Cristianos,JESUCRISTO DE LOS ÚLTIMOS DÍAS,CAPILLA CABALLITO,Caracas 1289,VILLA GRAL.MITRE,11.0,C1416AIA,-34.615763,-58.467462
Cristianos,JESUCRISTO DE LOS ÚLTIMOS DÍAS,CAPILLA LINIERS,Schmidel 7636,MATADEROS,9.0,C1440CGZ,,
Cristianos,JESUCRISTO DE LOS ÚLTIMOS DÍAS,CAPILLA BELGRANO,Zabala 2005,BELGRANO,13.0,C1426DQK,-34.565479,-58.445860
Cristianos,JESUCRISTO DE LOS ÚLTIMOS DÍAS,CAPILLA FLORESTA,Juan F. Aranguren 4499,VÉLEZ SARFIELD,10.0,C1407ELW,-34.630865,-58.491205
Cristianos,JESUCRISTO DE LOS ÚLTIMOS DÍAS,CAPILLA LA BOCA,Benito Pérez Galdós,BOCA,4.0,C1155AGG,,
Cristianos,JESUCRISTO DE LOS ÚLTIMOS DÍAS,CAPILLA JUNCAL,Juncal 2749,RECOLETA,2.0,C1425AYG,-34.589182,-58.404752
Cristianos,JESUCRISTO DE LOS ÚLTIMOS DÍAS,CAPILLA CHACARITA,Serrano 771,VILLA CRESPO,15.0,C1414DEO,-34.594486,-58.439338
Cristianos,JESUCRISTO DE LOS ÚLTIMOS DÍAS,CAPILLA ALMAGRO,Valle 159,CABALLITO,6.0,C1160ADC,-34.623854,-58.429774
Cristianos,JESUCRISTO DE LOS ÚLTIMOS DÍAS,CAPILLA VILLA  LUGANO,Lisandro de la Torre 4466,VILLA LUGANO,8.0,C1439GFD,-34.681879,-58.476057
Cristianos,JESUCRISTO DE LOS ÚLTIMOS DÍAS,CAPILLA VILLA SOLDATI,Av.Varela 3061,VILLA SOLDATI,8.0,C1437BJO,-34.658183,-58.435715
Cristianos,JESUCRISTO DE LOS ÚLTIMOS DÍAS,CAPILLA CONGRESO,Salta 1171,CONSTITUCIÓN,1.0,C1074AAW,-34.621810,-58.383017
Cristianos,JESUCRISTO DE LOS ÚLTIMOS DÍAS,CAPILLA PARQUE CHACABUCO,Zañartú 1337,PARQUE CHACABUCO,7.0,C1424DAS,-34.639914,-58.436240
Cristianos,JESUCRISTO DE LOS ÚLTIMOS DÍAS,CAPILLA PARQUE PATRICIOS,Sánchez de Loria 2103,PARQUE PATRICIOS,4.0,C1241ACQ,-34.635244,-58.410575
Cristianos,JESUCRISTO DE LOS ÚLTIMOS DÍAS,CAPILLA GENERAL  URQUIZA,Tomás Le Breton 5834,VILLA URQUIZA,12.0,,-34.575463,-58.498415
Cristianos,JESUCRISTO DE LOS ÚLTIMOS DÍAS,CAPILLA PARQUE AVELLANEDA,Av.Eva Perón 5042/56,VILLA LUGANO,8.0,C1439BSO,,
Judíos,Judíos,Asoc. Israelita Sefaradí Hijos De La Verdad,Lavalle 2559 1° A,Balvanera,3.0,,,
Judíos,Judíos,Asoc. Hebrea Argentina de Socorros Mutuos,Av Pueyrredón 645,Balvanera,3.0,,-34.602653,-58.404901
Judíos,Judíos,Asoc. Israelita Barón Hirsch,Billinghurst 664,Almagro,5.0,,-34.602275,-58.415469
Judíos,Judíos,Beit Jabad Lavalle / Dr. Yarcho,Lavalle 3934,Almagro,5.0,,-34.598696,-58.420940
Judíos,Judíos,Ieshiva Jafetz Jaim,Boulonge Sur Mer 966,Balvanera,3.0,,,
Judíos,Judíos,Beit Jabad,Gallo 432,Almagro,5.0,,-34.603697,-58.413148
Judíos,Judíos,Yesod Hadat,Lavalle 2449,Balvanera,3.0,,-34.603396,-58.401577
Espírita,Espírita,Asociación Espirita Francisco Javier,Av. H. Pueyrredón,V. Crespo,15.0,,,
Espírita,Espírita,Salve Templo y Sociedad Espiritista,Caracas 1034,Flores,7.0,,-34.618107,-58.466010
Judíos,Judíos,Beit Jabad Once Litvische Shul,J.E. Uriburu 348,Balvanera,3.0,,-34.605398,-58.398130
Judíos,Judíos,Shuba Israel,Ecuador 637,Balvanera,3.0,,-34.602481,-58.407184
Judíos,Judíos,Asoc. Casa de David Beneficiencia y Culto,Paso 724,Balvanera,3.0,,-34.600593,-58.403427
Judíos,Judíos,Asoc. Israelita Sefaradi-templo Jerusalem,Tucumán 2153,Balvanera,3.0,,-34.602152,-58.397746
Judíos,Judíos,Templo Anschei Galitzia,Uriburu 234,Balvanera,3.0,,-34.606780,-58.397949
Judíos,Judíos,Sucath David,Tucuman 2750,Balvanera,3.0,,-34.601813,-58.405478
Judíos,Judíos,TEMPLO JEVRE MISCHNAIOT,Tucumán 2186,Balvanera,3.0,,-34.602238,-58.398164
Judíos,Judíos,Shaarei Hashamaim,Viamonte 2348,Balvanera,3.0,,-34.601175,-58.400329
Judíos,Judíos,Puertas De Oración Asociacion Israelita,Paso 733,Balvanera,3.0,,-34.600367,-58.403302
Judíos,Judíos,Asoc. Unión Israelita Sef. Luz Eterna,Brandsen 1444,Barracas,4.0,,-34.637651,-58.372118
Judíos,Judíos,Beit Jabad Belgrano,O´higgins 2358,Belgrano,13.0,,-34.557488,-58.455043
Judíos,Judíos,Asoc. Israelita de Floresta Norte,Cervantes 1034,Flores,7.0,,-34.629007,-58.499931
Judíos,Judíos,Beit Jabad Flores,Helguera 634,Flores,7.0,,-34.624551,-58.475575
Judíos,Judíos,Tora Ve Jaim,Heredia 1460,Belgrano,-,,-34.576405,-58.464506
Judíos,Judíos,Akedat Itzjak / Beit Jabad,Anchorena 829,Balvanera,3.0,,-34.599175,-58.408518
Judíos,Judíos,Ajdut Israel,Moldes 2449,Belgrano,13.0,,-34.560500,-58.462127
Budistas,Budistas,Asociacion Budista China En La Argentina,Montañeses 2175,Belgrano,14.0,,-34.556709,-58.449454
Judíos,Judíos,Beit Jabad Caballito,Juan B. Ambrosetti 543,Caballito,6.0,,-34.611956,-58.437841
Judíos,Judíos,Beit Jabad Colegiales,Freire 1691,Colegiales,13.0,,-34.570741,-58.460663
Judíos,Judíos,Asociación Israelita Puertas de Sion,Helguera 465,Flores,7.0,,-34.626248,-58.474714
Judíos,Judíos,Asociación Israelita Or Mizrah,Ciudad De La Paz 2555,Belgrano,13.0,,-34.558442,-58.461196
Judíos,Judíos,Beit Jabad Recoleta,Ayacucho 1416,Recoleta,2.0,,-34.592486,-58.394767
Judíos,Judíos,Agudat Dodin,Avellaneda 2874,Flores,7.0,,-34.626283,-58.471026
Judíos,Judíos,Centro Hebreo Iona,Acevedo 276,Villa Crespo,15.0,,-34.599189,-58.442136
Judíos,Judíos,Jabad En La City,Güemes 2963,Retiro,1.0,,-34.592079,-58.408434
Judíos,Judíos,Beit Jabad Olleros,Olleros 2028,Palermo,14.0,,-34.567660,-58.441055
Judíos,Judíos,Yeshurun,República De La India 3035,Palermo,14.0,,-34.577786,-58.414403
Judíos,Judíos,Beit Jabad Palermo Soho,Malabia 2180,Palermo,15.0,,-34.587151,-58.421627
Judíos,Judíos,Beit Jabad Palermo - Centro Para La Juventud,Pje. El Lazo 3133,Palermo,14.0,,,
Judíos,Judíos,Jabad Puerto Madero,Azucena Villaflor 770,Puerto Madero,1.0,,,
Judíos,Judíos,Comunidad Israelita Sefaradi De Buenos,Camargo 870,Villa Crespo,15.0,,-34.597559,-58.443414
Judíos,Judíos,Beit Jabad Villa Crespo,Serrano 69,Villa Crespo,15.0,,-34.600033,-58.447029
Judíos,Judíos,Jabad Lubavitch / Ohel Menajem,Agüero 1164,Recoleta,2.0,,-34.596106,-58.409908
Judíos,Judíos,Berith Abraham,Antezana 145,Villa Crespo,15.0,,-34.603824,-58.443188
Judíos,Judíos,Etz Hajaim Jabad,Julián Álvarez 745,Villa Crespo,15.0,,-34.598423,-58.432532
Judíos,Judíos,Templo Iavne Bet -jai,Pte Perón 2471,Balvanera,3.0,,-34.607408,-58.401588
Judíos,Judíos,Gran Templo De Paso,Paso 423,Balvanera,3.0,,-34.604217,-58.403596
Judíos,Judíos,Bet Hilel,Araoz 2854,Palermo,14.0,,-34.583746,-58.412224
Judíos,Judíos,Beit Jabad Villa Urquiza,Avalos 2174,Villa Urquiza,12.0,,-34.576469,-58.484512
Judíos,Judíos,Bet El,Sucre 3338,Belgrano,13.0,,-34.569392,-58.464208
Judíos,Judíos,Beit Jabad Villa Devoto/villa Del Parque,Helguera 3095,Villa Del Parque,11.0,,-34.600662,-58.493836
Judíos,Judíos,Benei Tikva,Vidal 2049,Belgrano,13.0,,-34.564598,-58.459950
Judíos,Judíos,Congregacion Israelita De La República Argentina,Libertad 769,San Nicolas,1.0,,-34.599634,-58.383952
Judíos,Judíos,Centro Comunitario Chalom,Olleros 2876,Colegiales,13.0,,-34.574938,-58.446478
Judíos,Judíos,Amijai,Arribeños 2355,Belgrano,13.0,,-34.555689,-58.452066
Judíos,Judíos,NCI - EMANU EL,Arcos 2319,Belgrano,13.0,,-34.558186,-58.455686
Judíos,Judíos,Pardés,Cespedes 3370,Colegiales,13.0,,-34.577790,-58.454028
Judíos,Judíos,Comunidad Hertzlia,Nicasio Oroño 1661,Caballito,6.0,,-34.606366,-58.460109
Judíos,Judíos,Or Jadash Escuela J. Weitzman,Avda. Varela 850,Flores,7.0,,-34.639093,-58.458925
Judíos,Judíos,Templo M. Stoliar / Comunidad Or Israel,Planes 1049,Caballito,6.0,,-34.611544,-58.448013
Judíos,Judíos,Templo Adat Israel,Asamblea 73,Parque Chacabuco,7.0,,-34.631438,-58.426749
Judíos,Judíos,Templo Dr. Hertzl,Morón 3067,Flores,7.0,,-34.624760,-58.474891
Judíos,Judíos,Comunidad Neve Shalom,Gandara 2465,Parque Chas,15.0,,-34.581613,-58.477489
Judíos,Judíos,Asoc. Com. Israelita De Bs As,J.L Borges 1932/35,Palermo,14.0,,,
Judíos,Judíos,Congregación Israelita Latina,Piedras 1164,San Nicolás,1.0,,-34.621570,-58.377180
Judíos,Judíos,Comunidad Jerusalem,24 De Noviembre 1434,San Cristóbal,3.0,,-34.627952,-58.409991
Judíos,Judíos,Bet Israel Villa Real Devoto,J. P. Varela 5072,Villa Devoto,11.0,,-34.612976,-58.520203
Judíos,Judíos,Mishkan,Sucre 1420,Belgrano,13.0,,-34.558200,-58.445307
Judíos,Judíos,Comunidad Iesod Hatora,Alte. Segui 2130,Paternal,15.0,,-34.601584,-58.462419
Judíos,Judíos,Dor Jadash Max Nordau,Murillo 661,Villa Crespo,15.0,,-34.600956,-58.443336
Judíos,Judíos,Comunidad El Jai,Avda. Gral Mosconi 3845,Villa Devoto,11.0,,-34.593974,-58.514823
Judíos,Judíos,Unión Israelita de Benef. y Culto Villa Sahores,J.A. Garcia 2250,Villa Gral. Mitre,11.0,,-34.606218,-58.474155
Judíos,Judíos,Comunidad Wolfshon,Amenábar 2972,Belgrano,13.0,,-34.555665,-58.465048
Judíos,Judíos,Templo Nahum Sokolow,Sanabria 2487,Monte Castro,10.0,,-34.613373,-58.504304
Judíos,Judíos,Bet Am Medinat Israel,Av Álvarez Jonte 4896,Monte Castro,10.0,,-34.620374,-58.506863
Judíos,Judíos,Seminario Rabínico Latinoamericano,J. Hernández 1750,Belgrano,13.0,,-34.562365,-58.447526
Judíos,Judíos,Comunidad Tfilat Shalom,Martiniano Leguizamón 1860,Mataderos,9.0,,-34.655748,-58.504109
Islámicos,Islámicos,Unión Alauita,Concepción Arenal 3762,Chacarita,15.0,,-34.586396,-58.447607
Islámicos,Islámicos,Mezquita Al-ahmad,Alberti 1541,San Cristobal,3.0,,-34.627800,-58.400087
Islámicos,Islámicos,Islámica Al-hagg Yusif,Campana 637,Floresta,10.0,,-34.625118,-58.477742
Islámicos,Islámicos,Mezquita At ' Tauhid,Felipe Vallese 3614,Floresta,10.0,,-34.625480,-58.481615
Islámicos,Islámicos,Centro Islámico De La República Argentina Y Mezquita Al-ahmad,Avda. San Juan 3053,San Cristobal,3.0,,-34.624425,-58.408111
Islámicos,Islámicos,Asociación Árabe Argentina islámica,Bogota 3449,Floresta,10.0,,-34.629186,-58.477684
Islámicos,Islámicos,Centro Cultural Islamico Custodio De Las Dos Sagradas Mezquitas Del Rey Fahd,Avda. Bulrich 55 (y Cerviño),Palermo,14.0,,,
Islámicos,Islámicos,yerrahi Al Halveti,Murillo 686,Villa Crespo,15.0,,-34.600880,-58.443592
Islámicos,Islámicos,Instituto Islam para la Paz,Chile 1132,,-,,-34.616540,-58.382124
Islámicos,Islámicos,Academia Arkam para enseñanza del Coran y la Sunnah (Musallah Once),Ecuador 465,,-,,-34.604732,-58.407944
Islámicos,Islámicos,Centro de Diálogo Intercultural Alba,Paraguay 1591,,-,,-34.598426,-58.389563
Islámicos,Islámicos,Beneficencia Drusa,Cabrera 4625,Palermo,14.0,,-34.592676,-58.428384
